Location,Measure,Initial_Match,Num_Matches_Found,+-250_Text,Weights_Matches,Weight Values,Weight Result
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,1. Restrict NONE permits?*1.0,growth management,2,"['ion and sediment controls and must be able to inspect and assure that nonstructural bmp or other pollution control devices (silt fences erosion control fabrics rock check devices etc.) and erosion control efforts such as grading mulching seeding and growth management or management strategies have been properly implemented and regularly maintained according to standard practices and permit require. a professional engineer (pe) registered in the state of alabama must certify the design and structu', 'ion and sediment controls and must be able to inspect and assure that nonstructural bmp or other pollution control devices (silt fences erosion control fabrics rock check devices etc.) and erosion control efforts such as grading mulching seeding and growth management or management strategies have been properly implemented and regularly maintained according to standard practices and permit require. a professional engineer (pe) registered in the state of alabama must certify the design and structu']","[['growth management'], ['growth management']]","[[[3.0], [3.0]]]","[0, 0]"
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,1. Restrict NONE permits?*1.0,growth control,0,[],[],"[[[3.0], [3.0]], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,1. Restrict NONE permits?*1.0,growth rate,0,[],[],"[[[3.0], [3.0]], [], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,1. Restrict NONE permits?*1.0,development approvals,0,[],[],"[[[3.0], [3.0]], [], [], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,2. Restrict number of NONE authorized for construction?*1.0,growth management,2,"['ion and sediment controls and must be able to inspect and assure that nonstructural bmp or other pollution control devices (silt fences erosion control fabrics rock check devices etc.) and erosion control efforts such as grading mulching seeding and growth management or management strategies have been properly implemented and regularly maintained according to standard practices and permit require. a professional engineer (pe) registered in the state of alabama must certify the design and structu', 'ion and sediment controls and must be able to inspect and assure that nonstructural bmp or other pollution control devices (silt fences erosion control fabrics rock check devices etc.) and erosion control efforts such as grading mulching seeding and growth management or management strategies have been properly implemented and regularly maintained according to standard practices and permit require. a professional engineer (pe) registered in the state of alabama must certify the design and structu']","[['growth management'], ['growth management']]","[[[3.0], [3.0]]]","[0, 0]"
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,2. Restrict number of NONE authorized for construction?*1.0,growth control,0,[],[],"[[[3.0], [3.0]], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,2. Restrict number of NONE authorized for construction?*1.0,growth rate,0,[],[],"[[[3.0], [3.0]], [], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,2. Restrict number of NONE authorized for construction?*1.0,development approvals,0,[],[],"[[[3.0], [3.0]], [], [], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,3. Restrict number of NONE?*1.0,growth management,2,"['ion and sediment controls and must be able to inspect and assure that nonstructural bmp or other pollution control devices (silt fences erosion control fabrics rock check devices etc.) and erosion control efforts such as grading mulching seeding and growth management or management strategies have been properly implemented and regularly maintained according to standard practices and permit require. a professional engineer (pe) registered in the state of alabama must certify the design and structu', 'ion and sediment controls and must be able to inspect and assure that nonstructural bmp or other pollution control devices (silt fences erosion control fabrics rock check devices etc.) and erosion control efforts such as grading mulching seeding and growth management or management strategies have been properly implemented and regularly maintained according to standard practices and permit require. a professional engineer (pe) registered in the state of alabama must certify the design and structu']","[['growth management'], ['growth management']]","[[[3.0], [3.0]]]","[0, 0]"
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/18/AL_Opelika.txt,3. Restrict number of NONE?*1.0,growth control,0,[],[],"[[[3.0], [3.0]], []]",[]
